filename,prediction
136.tiff_0_0.tiff,3
136.tiff_0_128.tiff,3
136.tiff_128_0.tiff,3
136.tiff_128_128.tiff,3
137.tiff_0_0.tiff,3
137.tiff_0_128.tiff,3
137.tiff_128_0.tiff,3
137.tiff_128_128.tiff,3
138.tiff_0_0.tiff,4
138.tiff_0_128.tiff,4
138.tiff_128_0.tiff,4
138.tiff_128_128.tiff,4
139.tiff_0_0.tiff,3
139.tiff_0_128.tiff,3
139.tiff_128_0.tiff,3
139.tiff_128_128.tiff,3
140.tiff_0_0.tiff,4
140.tiff_0_128.tiff,4
140.tiff_128_0.tiff,4
140.tiff_128_128.tiff,4
141.tiff_0_0.tiff,5
141.tiff_0_128.tiff,5
141.tiff_128_0.tiff,5
141.tiff_128_128.tiff,5
142.tiff_0_0.tiff,3
142.tiff_0_128.tiff,3
142.tiff_128_0.tiff,3
142.tiff_128_128.tiff,3
143.tiff_0_0.tiff,3
143.tiff_0_128.tiff,3
143.tiff_128_0.tiff,3
143.tiff_128_128.tiff,3
144.tiff_0_0.tiff,3
144.tiff_0_128.tiff,3
144.tiff_128_0.tiff,3
144.tiff_128_128.tiff,3
145.tiff_0_0.tiff,3
145.tiff_0_128.tiff,3
145.tiff_128_0.tiff,3
145.tiff_128_128.tiff,3
146.tiff_0_0.tiff,3
146.tiff_0_128.tiff,3
146.tiff_128_0.tiff,3
146.tiff_128_128.tiff,3
147.tiff_0_0.tiff,3
147.tiff_0_128.tiff,3
147.tiff_128_0.tiff,3
147.tiff_128_128.tiff,3
148.tiff_0_0.tiff,3
148.tiff_0_128.tiff,3
148.tiff_128_0.tiff,3
148.tiff_128_128.tiff,3
149.tiff_0_0.tiff,3
149.tiff_0_128.tiff,3
149.tiff_128_0.tiff,3
149.tiff_128_128.tiff,3
150.tiff_0_0.tiff,3
150.tiff_0_128.tiff,3
150.tiff_128_0.tiff,3
150.tiff_128_128.tiff,3
151.tiff_0_0.tiff,3
151.tiff_0_128.tiff,3
151.tiff_128_0.tiff,3
151.tiff_128_128.tiff,3
152.tiff_0_0.tiff,3
152.tiff_0_128.tiff,3
152.tiff_128_0.tiff,3
152.tiff_128_128.tiff,3
153.tiff_0_0.tiff,3
153.tiff_0_128.tiff,3
153.tiff_128_0.tiff,3
153.tiff_128_128.tiff,3
154.tiff_0_0.tiff,3
154.tiff_0_128.tiff,3
154.tiff_128_0.tiff,3
154.tiff_128_128.tiff,3
155.tiff_0_0.tiff,2
155.tiff_0_128.tiff,2
155.tiff_128_0.tiff,2
155.tiff_128_128.tiff,2
156.tiff_0_0.tiff,3
156.tiff_0_128.tiff,3
156.tiff_128_0.tiff,3
156.tiff_128_128.tiff,3
157.tiff_0_0.tiff,1
157.tiff_0_128.tiff,1
157.tiff_128_0.tiff,1
157.tiff_128_128.tiff,1
158.tiff_0_0.tiff,3
158.tiff_0_128.tiff,3
158.tiff_128_0.tiff,3
158.tiff_128_128.tiff,3
159.tiff_0_0.tiff,1
159.tiff_0_128.tiff,1
159.tiff_128_0.tiff,1
159.tiff_128_128.tiff,1
160.tiff_0_0.tiff,3
160.tiff_0_128.tiff,3
160.tiff_128_0.tiff,3
160.tiff_128_128.tiff,3
161.tiff_0_0.tiff,3
161.tiff_0_128.tiff,3
162.tiff_0_0.tiff,4
162.tiff_0_128.tiff,4
162.tiff_128_0.tiff,4
162.tiff_128_128.tiff,4
163.tiff_0_0.tiff,3
163.tiff_0_128.tiff,3
163.tiff_128_0.tiff,3
163.tiff_128_128.tiff,3
164.tiff_0_0.tiff,3
164.tiff_0_128.tiff,3
164.tiff_128_0.tiff,3
164.tiff_128_128.tiff,3
165.tiff_0_0.tiff,3
165.tiff_0_128.tiff,3
165.tiff_128_0.tiff,3
165.tiff_128_128.tiff,3
166.tiff_0_0.tiff,3
166.tiff_0_128.tiff,3
166.tiff_128_0.tiff,3
166.tiff_128_128.tiff,3
167.tiff_0_0.tiff,3
167.tiff_0_128.tiff,3
167.tiff_128_0.tiff,3
167.tiff_128_128.tiff,3
168.tiff_0_0.tiff,3
168.tiff_0_128.tiff,3
168.tiff_128_0.tiff,3
168.tiff_128_128.tiff,3
169.tiff_0_0.tiff,4
169.tiff_0_128.tiff,4
169.tiff_128_0.tiff,4
169.tiff_128_128.tiff,4
170.tiff_0_0.tiff,1
170.tiff_0_128.tiff,1
170.tiff_128_0.tiff,1
170.tiff_128_128.tiff,1
171.tiff_0_0.tiff,3
171.tiff_0_128.tiff,3
171.tiff_128_0.tiff,3
171.tiff_128_128.tiff,3
172.tiff_0_0.tiff,3
172.tiff_0_128.tiff,3
172.tiff_128_0.tiff,3
172.tiff_128_128.tiff,3
173.tiff_0_0.tiff,3
173.tiff_0_128.tiff,3
173.tiff_128_0.tiff,3
173.tiff_128_128.tiff,3
174.tiff_0_0.tiff,1
174.tiff_0_128.tiff,1
174.tiff_128_0.tiff,1
174.tiff_128_128.tiff,1
175.tiff_0_0.tiff,3
175.tiff_0_128.tiff,3
175.tiff_128_0.tiff,3
175.tiff_128_128.tiff,3
176.tiff_0_0.tiff,3
176.tiff_0_128.tiff,3
176.tiff_128_0.tiff,3
176.tiff_128_128.tiff,3
177.tiff_0_0.tiff,3
177.tiff_0_128.tiff,3
177.tiff_128_0.tiff,3
177.tiff_128_128.tiff,3
178.tiff_0_0.tiff,1
178.tiff_0_128.tiff,1
178.tiff_128_0.tiff,1
178.tiff_128_128.tiff,1
179.tiff_0_0.tiff,3
179.tiff_0_128.tiff,3
179.tiff_128_0.tiff,3
179.tiff_128_128.tiff,3
180.tiff_0_0.tiff,3
180.tiff_0_128.tiff,3
180.tiff_128_0.tiff,3
180.tiff_128_128.tiff,3
181.tiff_0_0.tiff,3
181.tiff_0_128.tiff,3
181.tiff_128_0.tiff,3
181.tiff_128_128.tiff,3
182.tiff_0_0.tiff,3
182.tiff_0_128.tiff,3
182.tiff_128_0.tiff,3
182.tiff_128_128.tiff,3
183.tiff_0_0.tiff,3
183.tiff_0_128.tiff,3
183.tiff_128_0.tiff,3
183.tiff_128_128.tiff,3
184.tiff_0_0.tiff,3
184.tiff_0_128.tiff,3
184.tiff_128_0.tiff,3
184.tiff_128_128.tiff,3
185.tiff_0_0.tiff,4
185.tiff_0_128.tiff,4
185.tiff_128_0.tiff,4
185.tiff_128_128.tiff,4
186.tiff_0_0.tiff,3
186.tiff_0_128.tiff,3
186.tiff_128_0.tiff,3
186.tiff_128_128.tiff,3
187.tiff_0_0.tiff,3
187.tiff_0_128.tiff,3
187.tiff_128_0.tiff,3
187.tiff_128_128.tiff,3
188.tiff_0_0.tiff,3
188.tiff_0_128.tiff,3
188.tiff_128_0.tiff,3
188.tiff_128_128.tiff,3
189.tiff_0_0.tiff,3
189.tiff_0_128.tiff,3
189.tiff_128_0.tiff,3
189.tiff_128_128.tiff,3
190.tiff_0_0.tiff,2
190.tiff_0_128.tiff,2
190.tiff_128_0.tiff,2
190.tiff_128_128.tiff,2
191.tiff_0_0.tiff,3
191.tiff_0_128.tiff,3
191.tiff_128_0.tiff,3
191.tiff_128_128.tiff,3
192.tiff_0_0.tiff,3
192.tiff_0_128.tiff,3
192.tiff_128_0.tiff,3
192.tiff_128_128.tiff,3
193.tiff_0_0.tiff,3
193.tiff_0_128.tiff,3
193.tiff_128_0.tiff,3
193.tiff_128_128.tiff,3
194.tiff_0_0.tiff,3
194.tiff_0_128.tiff,3
194.tiff_128_0.tiff,3
194.tiff_128_128.tiff,3
195.tiff_0_0.tiff,3
195.tiff_0_128.tiff,3
195.tiff_128_0.tiff,3
195.tiff_128_128.tiff,3
196.tiff_0_0.tiff,3
196.tiff_0_128.tiff,3
196.tiff_128_0.tiff,3
196.tiff_128_128.tiff,3
197.tiff_0_0.tiff,3
197.tiff_0_128.tiff,3
197.tiff_128_0.tiff,3
197.tiff_128_128.tiff,3
198.tiff_0_0.tiff,2
198.tiff_0_128.tiff,2
198.tiff_128_0.tiff,2
198.tiff_128_128.tiff,2
199.tiff_0_0.tiff,2
199.tiff_0_128.tiff,2
199.tiff_128_0.tiff,2
199.tiff_128_128.tiff,2
200.tiff_0_0.tiff,3
200.tiff_0_128.tiff,3
200.tiff_128_0.tiff,3
200.tiff_128_128.tiff,3
201.tiff_0_0.tiff,3
201.tiff_0_128.tiff,3
201.tiff_128_0.tiff,3
201.tiff_128_128.tiff,3
202.tiff_0_0.tiff,3
202.tiff_0_128.tiff,3
202.tiff_128_0.tiff,3
202.tiff_128_128.tiff,3
203.tiff_0_0.tiff,3
203.tiff_0_128.tiff,3
203.tiff_128_0.tiff,3
203.tiff_128_128.tiff,3
204.tiff_0_0.tiff,3
204.tiff_0_128.tiff,3
204.tiff_128_0.tiff,3
204.tiff_128_128.tiff,3
205.tiff_0_0.tiff,3
205.tiff_0_128.tiff,3
205.tiff_128_0.tiff,3
205.tiff_128_128.tiff,3
206.tiff_0_0.tiff,3
206.tiff_0_128.tiff,3
206.tiff_128_0.tiff,3
206.tiff_128_128.tiff,3
207.tiff_0_0.tiff,3
207.tiff_0_128.tiff,3
207.tiff_128_0.tiff,3
207.tiff_128_128.tiff,3
208.tiff_0_0.tiff,3
208.tiff_0_128.tiff,3
208.tiff_128_0.tiff,3
208.tiff_128_128.tiff,3
209.tiff_0_0.tiff,3
209.tiff_0_128.tiff,3
209.tiff_128_0.tiff,3
209.tiff_128_128.tiff,3
210.tiff_0_0.tiff,3
210.tiff_0_128.tiff,3
210.tiff_128_0.tiff,3
210.tiff_128_128.tiff,3
211.tiff_0_0.tiff,2
211.tiff_0_128.tiff,2
211.tiff_128_0.tiff,2
211.tiff_128_128.tiff,2
212.tiff_0_0.tiff,1
212.tiff_0_128.tiff,1
212.tiff_128_0.tiff,1
212.tiff_128_128.tiff,1
213.tiff_0_0.tiff,3
213.tiff_0_128.tiff,3
213.tiff_128_0.tiff,3
213.tiff_128_128.tiff,3
214.tiff_0_0.tiff,3
214.tiff_0_128.tiff,3
214.tiff_128_0.tiff,3
214.tiff_128_128.tiff,3
215.tiff_0_0.tiff,3
215.tiff_0_128.tiff,3
215.tiff_128_0.tiff,3
215.tiff_128_128.tiff,3
216.tiff_0_0.tiff,3
216.tiff_0_128.tiff,3
216.tiff_128_0.tiff,3
216.tiff_128_128.tiff,3
217.tiff_0_0.tiff,4
217.tiff_0_128.tiff,4
217.tiff_128_0.tiff,4
217.tiff_128_128.tiff,4
218.tiff_0_0.tiff,3
218.tiff_0_128.tiff,3
218.tiff_128_0.tiff,3
218.tiff_128_128.tiff,3
219.tiff_0_0.tiff,3
219.tiff_0_128.tiff,3
